Korean,English
사람이라고 ,As a person
총은 ,The gun
현장에 ,On the scene
잡아요 ,Hold on
다녀 ,Go
근처 ,around 
빛을 ,Light
테니까요 ,Because it is
꼴을 ,The shape
나오고 ,Come out
해군 ,Navy
종양이 ,The tumor
이것을 ,This
따윈 ,That kind of thing
모르니까 ,Because I don't know
방이 ,The room
길로 ,On the road
않았는데 ,I didn't
바보야 ,you idiot 
발견한 ,Found
나오지 ,Come out
일 ,Day 
메이 ,May
괴물 ,monster
하더군 ,He said
했소 ,I did it
말할게 ,I'll tell you
번호 ,number 
마을에 ,In the village
베일리가 ,Bailey
온다고 ,He said he was coming
됐다고 ,Okay
넷 ,Net
기다려야 ,I have to wait
집어 ,Pick up
강하게 ,Strongly
당신들을 ,You guys
잘했어요 ,good job 
했다면 ,If you did
그렇다 ,Yes
알아낼 ,Find out
그놈 ,That guy
여자친구 ,girl friend 
지낼 ,Stay
주인이 ,The owner
그렇소 ,"Yes, that's right"
완벽해 ,Perfect
않았다고 ,I didn't say anything
존재를 ,existence
모두의 ,Everyone's
작업 ,work 
그레이스 ,Grace
주요 ,Main
걔를 ,Him
늦어서 ,Because it's late
날을 ,Day
자기는 ,Honey
그녀도 ,She too
있었다는 ,There was
천만에요 ,you're welcome 
조심하세요 ,be careful 
사라져 ,Disappear
케프너 ,Kepner
죽였다고 ,I killed him
아무한테도 ,To no one
레이첼 ,Rachel
막아 ,Stop it
의료 ,Medical
마시오 ,Masio
현명한 ,wise
이유야 ,That's why
내려와 ,Come down
없음 ,doesn't exist 
잊을 ,Forget
하려면 ,To do
한동안 ,For a while
닫아 ,Close
스캇 ,Scott
공식적으로 ,Officially
여기를 ,Here
걱정이 ,I'm worried
그러네 ,That's right
무고한 ,Innocent
발견 ,Discovery
할거에요 ,I will do it
노는 ,Playing
뚫고 ,Break through
빅터 ,Victor
끝내주는 ,It's awesome
나하고 ,With me
그랬던 ,That was it
봤잖아 ,You saw it
내릴 ,Get off
다물어 ,Shut up
없거든요 ,There isn't any
같지만 ,Same but
나한테서 ,From me
나가지 ,Go out
대단히 ,very 
느낌 ,Feeling
병이 ,Bottle
양반 ,nobleman
수술실로 ,To the operating room
만났을 ,I met
낯선 ,stranger
않을까요 ,Wouldn't it be
울지 ,Don't cry
싫으면 ,If you don't like it
경고 ,warning 
탐정 ,detective
사진이 ,The photo
이라는 ,called
괜찮아질 ,It'll be okay
사악한 ,evil
그야 ,Yeah
· ,·
보렴 ,Look
믿어야 ,Have to believe
애한테 ,To the child
사이의 ,Between
않거든 ,If not
기사 ,article 
병원을 ,The hospital
사소한 ,minor
마침 ,Finally
어쨋든 ,Anyway
여기도 ,Here too
안젤라 ,Angela
저녁을 ,Dinner
왼쪽으로 ,To the left
위치 ,location 
당장은 ,For now
겠어요 ,I will
노력 ,effort 
바지 ,pants 
멋지다 ,awesome 
아닙니까 ,Isn't it?
요원이 ,The agent
세계에서 ,In the world
중인 ,In the middle
다니엘 ,Daniel
보아하니 ,As you can see
계셔 ,You are here
것이지 ,That's it
하는건 ,What I'm doing is
임무는 ,The mission is
의식을 ,Consciousness
빵 ,bread 
수만 ,Tens of thousands
없어도 ,Even without it
정신과 ,Psychiatry
질문은 ,The question is
얼마든지 ,As much as you want
믿기 ,Believe
들어간 ,Entered
제말은 ,What I mean is
말일세 ,It's the end
집중해 ,Focus
파리 ,fly 
어떤가요 ,How is it?
마무리 ,finish 
놀랄 ,Surprise
보이게 ,Make it visible
방향으로 ,In the direction
경기 ,game 
예뻐 ,Pretty
특별 ,Special
뭐하러 ,What are you doing?
테고 ,Tego
도와줄게 ,I'll help you
말자 ,Let's stop
북쪽 ,North
주변 ,surroundings
메시지 ,message 
만들어서 ,Make it
좋군 ,Good
제작 ,produce 
피곤해 ,I'm tired 
말해주세요 ,Please tell me
발견했어요 ,I found it
밋첼 ,Mitchell
공을 ,The ball
쉬는 ,Resting
움직이는 ,moving
알겠니 ,Do you understand?
참을 ,Patience
간호사 ,nurse 
번 ,th 
한다고요 ,I said I would do it
구하러 ,To rescue
그리고는 ,And then
나아 ,Better
소문이 ,Rumor has it
웃고 ,Laughing
아파트 ,apartment 
헛소리 ,Nonsense
악마 ,devil 
살려줘 ,Save me
한게 ,Hange
배는 ,The ship
먹자 ,Let's eat
코드 ,Code
하지도 ,Not even
인생에 ,In life
겁을 ,Fear
분 ,minute 
물건이 ,The thing
올바른 ,Correct
불구하고 ,Despite
하신 ,Hasin
되었다 ,It became
살았어 ,I lived
돌아가면 ,When you go back
노 ,paddle 
콜 ,call 
나가고 ,Go out
산소 ,oxygen
가는거야 ,I'm going
떨어지고 ,Falling
땜에 ,Because of that
뭐래 ,what 
자유롭게 ,freely
안의 ,Inside
던져 ,Throw
만들었지 ,I made it
냄새를 ,The smell
등을 ,Back
아버지도 ,Father too
신호 ,signal
거기가 ,There
제인 ,Jane
좋겠는데 ,That would be nice
쟤는 ,He is
말아 ,Stop it
쇼를 ,The show
기회는 ,Opportunity is
할래요 ,I want to do it
켈리 ,Kelly
했었죠 ,I did
집이야 ,It's home
에이프릴 ,April
말인가요 ,Are you talking?
천만에 ,you're welcome 
한번만 ,Just once
노력하고 ,Trying hard
비켜요 ,Get out of the way
때론 ,Sometimes
가족의 ,Family's
그만하고 ,Stop it
너희들을 ,You guys
속이 ,Inside
기사를 ,The article
조금씩 ,Little by little
꿈이야 ,It's a dream
의견을 ,Opinion
안하고 ,Not doing it
그랬잖아 ,That's right
브루스 ,Bruce
무사히 ,Safely
쓸데없는 ,Useless
이해합니다 ,I understand
주위를 ,Around
해봤어 ,I tried it
잘못한 ,Wrong
부디 ,please 
로빈스 ,Robbins
해피 ,Happy
숲 ,forest
렉시 ,Lexi
잊어버려 ,Forget it
매기 ,Maggie
뭐랄까 ,What should I say?
벗고 ,Take off your clothes
그랬으면 ,If that were the case
강아지 ,puppy 
말했다 ,Said
먹어요 ,eat 
주실래요 ,Would you like to give it to me?
거군 ,Giant
빅 ,Big
약이 ,Medicine
자리가 ,The seat
흔적이 ,There is a trace
판 ,board 
싸움을 ,Fight
그럴까 ,Is that so?
해야해 ,I have to
가방을 ,The bag
우는 ,crying
빛이 ,The light
조용 ,Quiet
떠났어 ,I left
하며 ,And
머리는 ,The head
대단해 ,amazing 
울고 ,Crying
여러분은 ,You guys
죽음이 ,Death
안드레 ,Andre
있잖니 ,You know
가족들이 ,The family
충분하지 ,Not enough
어디까지 ,How far
반응이 ,The reaction
데서 ,In the place
대위 ,Captain
역사상 ,In history
시작하는 ,Starting
있다구 ,There is
테러 ,terrorism
느껴져 ,I feel it
땅 ,earth 
있지요 ,Yes
변화를 ,Change
단단히 ,Firmly
어쩌죠 ,What should I do?
그리워 ,miss 
돌아가지 ,Don't go back
콜롬비아 ,Colombia
뇌가 ,The brain
년 ,year 
캣니스 ,Katniss
거리에 ,On the street
훈련 ,training
거라도 ,Even if it is
있겠네요 ,I guess so
도와주고 ,Help me
있겠지만 ,There might be
군대가 ,The military
대통령이 ,The President
베니 ,Benny
결과는 ,The result is
제프 ,Jeff
입어 ,Put it on
되겠네 ,It will work
숨기고 ,Hide
아주머니 ,madam 
주여 ,Lord
잡지 ,magazine
클럽 ,club
순간에 ,At the moment
일해 ,Work
직업을 ,Occupation
스타일즈 ,Styles
맛 ,taste 
끊어 ,Cut off
아니고요 ,No
사용할 ,To use
분 ,minute 
니네 ,You guys
되었어 ,It's done
사업 ,business 
깊게 ,Deeply
신고 ,Report
굉장한 ,Awesome
내에 ,Within
자신에게 ,To yourself
우리끼리 ,Among us
피할 ,Avoid
믿음을 ,Faith
멋져요 ,It's cool
뜻이에요 ,It means
하나로 ,One by one
어떠니 ,How is it?
거리 ,distance 
아버님 ,Father
찾았습니다 ,I found it
있음 ,There is
지켜보고 ,Watching
사과 ,apologize 
남았어요 ,There's some left
싫어해 ,I hate it
함부로 ,Carelessly
걸을 ,Walk
거길 ,There
문은 ,The door is
말하는데 ,Speaking
시작합니다 ,Let's start
듯이 ,As if
않겠어요 ,I won't
만났어요 ,I met you
저희를 ,Us
주시겠어요 ,Could you please give me some?
재능이 ,Talent
이후에 ,Afterwards
끝나지 ,Never ending
그러자 ,Then
나갔어 ,I went out
버린 ,Abandoned
일어나요 ,Wake up
회사에 ,At the company
열이 ,fever
죄다 ,All of them
이들이 ,These are
결혼식에 ,At the wedding
비행 ,flight
정도의 ,degree
설명해 ,Explain
사람이죠 ,It's a person
잡았어요 ,I caught it
나치 ,Nazi
말하게 ,Speak
변호사가 ,The lawyer
필요하다 ,need 
게만 ,Geman
팀은 ,The team
모르잖아요 ,You don't know
포함해서 ,Including
사무실 ,office 
유감이야 ,It's a pity
맡은 ,In charge
환자에게 ,To the patient
죽음 ,death
들어가요 ,Come in
재미있는 ,Fun
걱정하는 ,Worried
프랭키 ,Frankie
살기 ,Living
경험이 ,Experience
어딘가 ,Somewhere
자살 ,suicide
잘하는 ,Good at
저들을 ,them
라이온 ,Lion
리무 ,Limu
아시다시피 ,As you know
이식 ,transplant
그런데도 ,And yet
카드를 ,card
란 ,Ran
설명 ,explanation 
평생을 ,All my life
알렌 ,Allen
여자들 ,women
힘내 ,cheer up 
순간이 ,The moment
가운데 ,middle
거랑 ,Georang
없겠죠 ,"No, of course not"
부인을 ,My wife
사이먼 ,Simon
옛날에 ,In the old days
꺼야 ,Turn it off
조사 ,inspection 
유감이에요 ,I'm sorry
죽여야 ,Kill me
손은 ,The hand
정지 ,stop 
장군 ,General
키가 ,Height
하늘을 ,The sky
봐야지 ,I have to see it
안좋은 ,bad
부모가 ,Parents
있는거죠 ,It exists
겁에 ,In fear
물어봐도 ,Even if I ask
가지마 ,don't go 
그들도 ,They too
밑으로 ,Down
스타 ,star 
오렴 ,Come on
달에 ,On the moon
거리가 ,The distance
아름다워 ,beautiful 
살해 ,murder
싫다 ,I don't like it
잡으러 ,To catch
몰랐네 ,I didn't know
사무실로 ,To the office
얼레 ,Earl
수잔 ,Susan
마법의 ,Magical
화나게 ,Angry
보셨어요 ,Have you seen it?
메세지를 ,message
가끔씩 ,Sometimes
지금의 ,Now
증명할 ,To prove
주의를 ,Pay attention
구하려고 ,To save
누구의 ,Whose
인터넷 ,Internet
이래요 ,It's like this
죽음에 ,To death
때려 ,Hit
놈아 ,You bastard
루이 ,Louis
영혼이 ,The soul
필요한데 ,I need it
개는 ,The dog
이러한 ,These
의미 ,meaning 
피트 ,Pete
받았습니다 ,I received it
자네한테 ,To you
들어보세요 ,Listen up
울 ,wool 
인형 ,doll 
리차드 ,Richard
전에요 ,Before
좋을거야 ,It'll be good
장기 ,long-term
모르겠군 ,I don't know
인간을 ,Humans
맞서 ,Confront
다행이네요 ,thank god 
살아서 ,Alive
궁금한 ,I'm curious
기회야 ,It's a chance
감당할 ,Can handle
해결 ,solve 
얘기한 ,I talked about
버틸 ,Hold on
지나면 ,After passing
버렸어 ,I threw it away
방해해서 ,Because I disturbed you
마시는 ,Drinking
착하지 ,Not good
장소 ,location 
원한 ,grudge
뉴욕에 ,In New York
지옥에 ,In hell
걔네 ,They
다를 ,Different
저지른 ,committed
나지 ,Naji
시작하지 ,Don't start
도착할 ,Arrive
하이 ,high 
책이 ,The book
같던데 ,It was the same
카레프 ,Karev
저쪽에 ,Over there
가방에 ,In the bag
불법 ,illegal
그런가요 ,Is that so?
에드 ,Ed
캐롤 ,Carol
싶어하는 ,Want to
비행기가 ,The plane
위험이 ,The risk is
학교를 ,School
바라 ,look 
가능해 ,It's possible
지금이야 ,It's now
어디죠 ,Where is it?
올라가서 ,Go up
자식을 ,children
실험 ,Experiment
실험을 ,Experiment
추적 ,Tracking
유전자 ,genes
치는 ,Hitting
기억나요 ,Do you remember?
호텔에 ,At the hotel
부른 ,Called
그러지마 ,Don't do that
예쁘다 ,pretty 
미안하구나 ,I'm sorry
서로에게 ,To each other
없었을 ,There wouldn't have been
떠나면 ,If you leave
기다리세요 ,Please wait
무조건 ,Unconditionally
왕을 ,The king
찬 ,cold 
할지도 ,Maybe
자길 ,Honey
전원 ,everyone 
안고 ,Hug
전화할게 ,I'll call you
이런거 ,Something like this
일이나 ,Work or
죽어요 ,I'm dying
않는데 ,But not
언제까지 ,until when 
퀸 ,Queen
흔적을 ,traces
따위 ,That kind of thing
막고 ,Block it
어둠 ,darkness
바빠 ,Busy
싸우지 ,Don't fight
않았던 ,Didn't
분을 ,Minutes
가지는 ,Eggplant
애들도 ,Kids too
말씀해 ,Tell me
저쪽으로 ,Over there
파일을 ,file
가자구 ,Let's go
옷이 ,The clothes
아빠의 ,Dad's
리코야 ,Ricoya
이래서 ,That's why
알면서 ,Knowingly
멋진데 ,It's cool
저희도 ,Us too
빼 ,Take it out
몰랐는데 ,I didn't know
역 ,station 
제군들 ,Gentlemen
뉴스 ,news 
정말로요 ,Really
사격 ,shooting
하는데요 ,I'm doing it
고기 ,meat 
떠 ,float 
틀린 ,Wrong
말하는거야 ,I'm talking
밴드 ,band
먹을래 ,Want to eat?
바라지 ,I hope so
이안 ,Ian
귀 ,ear 
들어본 ,I've heard of
인터뷰 ,Interview
잡은 ,Caught
있기를 ,I wish
들었습니다 ,I heard
갔었어 ,I went
기분을 ,Feeling
남아서 ,Stay
커 ,big 
사고로 ,By accident
도시의 ,of the city
달고 ,Sweet
짓이 ,What a mess
해주면 ,If you do it
누구인지 ,Who is it?
괜찮다면 ,If it's okay
의한 ,By
씨의 ,Seed's
생각하는지 ,Do you think
비밀이 ,The secret
반지 ,ring 
휴대폰 ,cell phone 
당신들의 ,Yours
선수 ,Player
하겠다고 ,I will do it
사람처럼 ,Like a person
멍청이 ,idiot 
않다는 ,No
때때로 ,sometimes 
당신은요 ,how about you 
살아야 ,Must live
아니겠죠 ,"No, right?"
트럭을 ,truck
물러나 ,Step back
그분이 ,He
가스 ,gas 
가져온 ,brought
쪽은 ,The side
구하는 ,Seeking
생각만 ,Just thinking about it
말예요 ,I mean
이따가 ,later 
모양이야 ,It's a shape
반가웠어요 ,It was nice to meet you
큰일 ,Big trouble
지가 ,he 
하는거지 ,I'm doing it
떠났어요 ,I left
도망가 ,Run away
피자 ,pizza 
싶었는데 ,I wanted to
여자도 ,Women too
걔한테 ,To him
번호를 ,Number
모르겠군요 ,I don't know
이상해요 ,It's weird
휴가 ,vacation 
미셸 ,Michelle
올라 ,Up
행동 ,action 
여자한테 ,To a woman
두번 ,twice
되 ,become 
일입니다 ,It's work
있길 ,I hope so
의원님 ,Congressman
끝내 ,Finally
낸시 ,Nancy
무어 ,moore 
이메일 ,email 
그러게요 ,"Yes, that's right"
키스를 ,Kiss
있을겁니다 ,There will be
무엇이든 ,Anything
사적인 ,private
겪고 ,Going through
책은 ,The book
사이에서 ,In between
주신 ,Thank you
전쟁에서 ,In the war
점 ,dot 
그것들을 ,Those
마약을 ,Drugs
통신 ,communication 
무엇입니까 ,What is it
문제도 ,Problem too
잊어 ,Forget it
급한 ,Urgent
말라 ,Dry
셔츠 ,shirt 
넘는 ,Over
풀 ,grass 
진짜요 ,Really
인사 ,greeting 
라디오 ,radio 
사촌 ,cousin 
멕시코 ,Mexico
모건 ,Morgan
괜찮네 ,It's okay
이쪽이야 ,This way
여태 ,So far
미국에 ,In the United States
놀라게 ,Surprise
죽이면 ,If you kill
없던 ,There was none
거겠죠 ,I guess so
남자들이 ,Men
규칙 ,Rules
형사 ,detective 
펄스 ,Pulse
다요 ,That's it
워싱턴 ,Washington
주변을 ,Around
근무 ,Work
주실 ,Give
상을 ,Award
자네들 ,You guys
잘했다 ,Well done
아유 ,Oh my
가야겠다 ,I have to go
않으니까 ,Because I don't
미사일 ,missile
년이 ,Year
영상 ,video 
현실을 ,Reality
빨리요 ,Hurry up
포기 ,give up 
중인데 ,I'm in the middle of it
담당 ,in charge 
이는 ,This is
트럭에 ,On the truck
원하는지 ,Do you want it?
이전 ,before 
방송 ,Broadcast
화장실에 ,In the bathroom
저쪽 ,Over there
내버려둬 ,Leave me alone
사라졌어요 ,It's gone
곳이죠 ,It's a place
뇌를 ,The brain
어리석은 ,foolish
없인 ,Without
부르고 ,Call
무기가 ,The weapon
온통 ,All over
표정 ,expression 
보여줄게 ,I'll show you
포드 ,Ford
조금은 ,A little bit
술에 ,In alcohol
보이죠 ,You can see it
고맙구나 ,Thank you
없구나 ,There isn't any
명령 ,command
이겼어 ,I won
전혀요 ,Not at all
다친 ,injured
두는 ,Put
겪은 ,Experienced
말하려고 ,I was going to say
다예요 ,That's all
재밌어 ,It's fun
웃는 ,smiling
한마디 ,One word
작고 ,small
옷은 ,The clothes
못합니다 ,I can't
불렀어 ,I called
해보고 ,Try it
확인할 ,To check
유령 ,ghost
발로 ,With your feet
싶어서요 ,Because I want to
누구보다 ,More than anyone else
그렇진 ,Not really
구하기 ,Save
결정할 ,Decide
날에 ,On the day
때면 ,When
늦었어요 ,I'm late
끝나는 ,Ending
누구냐 ,Who are you?
싸워 ,Fight
지금껏 ,Until now
변하지 ,Change
예요 ,Yes
거리에서 ,On the street
모르는데 ,I don't know
맡고 ,Take charge
이혼 ,divorce 
내보내 ,Send it out
자세한 ,Detailed
유리 ,glass 
손대지 ,Hands off
싫은 ,I don't like it
덤벼 ,Pounce
악마의 ,The devil's
분위기 ,atmosphere 
꼴 ,Look
전부야 ,That's all
조그만 ,small
실례 ,Excuse me
답이 ,The answer is
끝내고 ,Finished
생활을 ,Life
하늘에 ,In the sky
기억하고 ,Remember
선택할 ,Choose
얼음 ,ice
눈치 ,sense 
싶네 ,I want to
이상하지 ,It's weird
이런걸 ,Something like this
나나 ,Nana
메러디스가 ,Meredith
화난 ,angry
도착하면 ,When you arrive
싫지만 ,"I don't like it, but"
발이 ,Feet
해주는 ,Doing it
고대 ,ancient times
클레어가 ,Claire
배우고 ,Learn and
누구예요 ,Who are you?
있어야지 ,It has to be there
구했어 ,I saved it
부동산 ,real estate 
오른쪽으로 ,To the right
블루 ,Blue
돌아가신 ,deceased
못해서 ,Because I can't
고양이가 ,The cat
멋지네 ,That's cool
됐을 ,It would have been okay
적의 ,enemy
멋지게 ,Nicely
첫째 ,first 
신경도 ,nerves
죽었고 ,died
그만큼 ,That much
군요 ,Military
꿈은 ,The dream
기억해요 ,I remember
말입니까 ,Are you talking?
무릎을 ,knees
올해 ,this year 
사람입니다 ,It's a person
고든 ,Gordon
희망이 ,Hope
관해서 ,About
오빠는 ,My brother
요즘은 ,These days
말았어야 ,Should have stopped
때나 ,Sometimes
남지 ,Namji
한시간 ,one hour
일이라고 ,It's work
했었어요 ,I did it
캠프 ,camp
거고요 ,That's right
죽여라 ,Kill me
이번이 ,This time
오늘밤에 ,Tonight
영웅 ,hero
세계의 ,of the world
주제에 ,On the topic
있는지도 ,Is there a map?
연기 ,performance 
병을 ,Bottle
있었소 ,There was
번은 ,Burn
타요 ,Tayo
비행기에 ,On the plane
뭘로 ,With what
노래가 ,The song
살라고 ,Live
보트 ,boat
용기를 ,Courage
나갔어요 ,I went out
프란시스 ,Francis
최선의 ,The best
날은 ,The day is
때로는 ,Sometimes
보통은 ,Usually
트래비스 ,Travis
일해요 ,I'm working
맡을 ,Take charge
어울리는 ,Matching
멋지지 ,Cool
못한다면 ,If you can't
데려온 ,brought
확신이 ,I am confident
아니거든요 ,"No, that's not true"
살아있어 ,I'm alive
되었어요 ,It's done
애도 ,Condolences
잘한다 ,Good job
죽어도 ,Even if I die
최소 ,Minimum
보내줘 ,Send it to me
그딴 ,That kind of thing
이라 ,Ira
시계 ,clock 
같죠 ,Same.
웃음 ,Laughter
수를 ,Number
않을겁니다 ,I won't
꼴이 ,It looks like
댄스 ,dance
실수 ,mistake 
위성 ,satellite
이들을 ,These
회사에서 ,At the company
남았습니다 ,There is left
내려가 ,Go down
소녀 ,girl 
다행이네 ,That's fortunate
방은 ,The room
대해서도 ,Also about
같소 ,Same
종양을 ,The tumor
더요 ,More
댄 ,Dan
아셨죠 ,You knew
가야겠어요 ,I have to go
그놈들이 ,Those guys
미쳤다고 ,I'm crazy
남자친구가 ,My boyfriend
일반적인 ,General
준다고 ,I'll give it to you
짓도 ,Do it too
확률이 ,The probability is
목숨이 ,Life
겁이 ,I'm scared
들어왔어 ,I came in
문제지 ,Problem sheet
아마도요 ,Maybe
남는 ,Remaining
반복한다 ,Repeat
물론입니다 ,Of course
중이다 ,I'm in the middle of it
다양한 ,various 
불리는 ,called
찾아요 ,I'm looking for it
많은데 ,There are many
왕은 ,The king
사람이지 ,It's a person
죽음은 ,Death is
방향 ,direction 
내부 ,interior 
진실은 ,The truth is
나한테는 ,For me
싶었던 ,I wanted to
인마 ,Inma
으로 ,by 
약물 ,drugs
누구에게 ,To whom
얼굴은 ,The face is
곳이지 ,It's a place
통화 ,call 
살려 ,Save me
낸 ,paid 
로라 ,Laura
알았는데요 ,I knew it
자비를 ,Mercy
생각하는데 ,I think
아니라구요 ,"No, I don't"
알아봐 ,Find out
데로 ,Dero
직업이 ,Occupation
멜 ,Mel
에밀리 ,Emily
맞네 ,That's right
농담이야 ,I'm kidding 
이유도 ,Reason too
써야 ,I have to write
수천 ,thousands
그곳에서 ,There
호 ,like 
동생은 ,My younger brother
증거 ,evidence 
그렇긴 ,That's true
여기다 ,Here
지내는 ,Staying
갇혀 ,Trapped
집안 ,House
요리 ,cooking 
있을게요 ,I'll be there
손가락을 ,Finger
다리에 ,On the bridge
이전에 ,Previously
남자야 ,Hey man
신성한 ,sacred
있었거든요 ,It was there
죽일거야 ,I'm going to kill you
상태는 ,The status is
들리나 ,Can you hear me?
총알 ,bullet
벌어진 ,It happened
아니네요 ,No
선생님의 ,Teacher's
있었거든 ,It was there
고통이 ,The pain
똑똑하고 ,Smart and
들었죠 ,I heard
동료 ,colleague 
반은 ,Half
너보다 ,Than you
싶군요 ,I want to
마셔요 ,Drink it
뭘까 ,What is it?
공원 ,park 
교회 ,church 
감사 ,thanks 
로비 ,lobby
적당한 ,Moderate
거네요 ,That's right
보네요 ,I see
모른다는 ,I don't know
사고를 ,Accident
인 ,person 
슈퍼걸 ,Supergirl
밀어 ,Push
국가 ,nation 
신부 ,bride
희생자의 ,The victim's
늑대 ,wolf
둔 ,dull
모자를 ,A hat
대학에 ,At university
사탕 ,candy
위치로 ,By location
하워드 ,Howard
구멍이 ,The hole
바꾸고 ,Change
슬슬 ,Slowly
조차 ,even 
갈래요 ,I want to go
전해줘 ,Tell me
좋겠군 ,That would be nice
아닌지 ,Or not
만나지 ,Don't meet
하루를 ,One day
들어오면 ,When you come in
가족에게 ,To my family
기억할 ,remember
목적이 ,The purpose is
죽겠어 ,I'm dying
신선한 ,Fresh
써서 ,Write
했니 ,Did you do it?
기뻐요 ,I'm glad
리즈 ,Leeds
부탁합니다 ,Please
들었다 ,I heard
진작 ,Long time ago
망쳤어 ,I messed up
왔군 ,You're here
드리겠습니다 ,I will give it to you
인도 ,India
매니가 ,Manny
라이언 ,Ryan
듣게 ,Listen
기록이 ,The record
영어 ,english 
걷고 ,Walking
주님 ,Lord
자전거 ,bicycle 
패트릭 ,Patrick
뱀이 ,The snake
보내지 ,Don't send
기도를 ,Prayer
종이 ,paper 
카메라를 ,Camera
관계 ,relationship 
잃었어요 ,I lost it
목숨 ,life
하셨잖아요 ,You did it
잘할 ,Good job
지나 ,pass 
않다면 ,If not
마실래 ,Want to drink?
킴 ,Kim
없었다고 ,There wasn't any
친 ,friend 
않겠지만 ,I won't do it though
안전할 ,Be safe
당신처럼 ,Like you
비상 ,Emergency
않겠다고 ,I said I wouldn't do it
가문의 ,Family's
일과 ,Work
돌아오는 ,Returning
말이요 ,I mean
알았으면 ,If I knew
조용한 ,quiet
한글자막 ,Korean subtitles
과거에 ,In the past
전화로 ,By phone
당연한 ,Of course
미안하다고 ,I'm sorry
리무야 ,Limuya
나고 ,Nago
과학 ,science 
보이나 ,Can you see it?
데도 ,Where
바짝 ,Closely
한단다 ,Handanda
양쪽 ,Both sides
있다는걸 ,That it exists
미래에 ,In the future
넘겨 ,Hand over
감사드립니다 ,Thank you
양은 ,Sheep
바꾸는 ,Changing
식사를 ,Have a meal
점을 ,Point
봤나 ,Have you seen it?
있을거라 ,There will be
아빠야 ,Dad
때에 ,Sometimes
총알을 ,Bullet
주무세요 ,Good night
말하지만 ,I'm telling you though
차이가 ,The difference
치료할 ,To treat
없다구요 ,There isn't any
건강한 ,healthy
사람에 ,To people
거울 ,mirror 
걸리지 ,Don't get caught
왔네요 ,You're here
결정 ,decision 
조언을 ,Advice
의미를 ,Meaning
나왔습니다 ,It came out
루크가 ,Luke
떨어졌어 ,I fell
안해도 ,Even if you don't do it
받아들일 ,Accept
아니니 ,No
눌러 ,Press
여왕 ,Queen
틀림없어 ,No doubt
않았잖아 ,I didn't do it
회의 ,meeting 
올림픽 ,Olympics
뭐라구 ,What did you say?
잃지 ,Don't lose
있으라고 ,Stay
여러분을 ,You all
내린 ,It came down
알았네 ,Okay
그때는 ,At that time
되겠네요 ,That'll work
웃어 ,Smile
않았다는 ,Didn't do it
캠이 ,Cam
대령 ,Colonel
거는 ,Hanging
옆으로 ,Sideways
걱정마세요 ,Don't worry
마음의 ,of the heart
태워 ,Burn
하는거죠 ,I'm doing it
회사가 ,The company
영 ,zero 
외계인 ,alien 
보군 ,See you later
미래의 ,future
옮겨 ,Move
소설 ,novel
나더러 ,Tell me